match_id,season,date,match_week,kick_off_time,stadium,attendance,referee,weather,temperature_c,humidity_pct,match_importance,home_team,away_team,home_manager,away_manager,home_formation,away_formation,home_strategy_embedding,away_strategy_embedding,home_player_performance,away_player_performance,home_goals_ht,away_goals_ht,home_goals_ft,away_goals_ft,home_goal_timestamps,away_goal_timestamps,home_shots_total,away_shots_total,home_shots_on_target,away_shots_on_target,home_shot_accuracy_pct,away_shot_accuracy_pct,home_xg,away_xg,home_xg_diff,away_xg_diff,home_possession_pct,away_possession_pct,home_passes,away_passes,home_pass_accuracy_pct,away_pass_accuracy_pct,home_long_balls,away_long_balls,home_corners,away_corners,home_corner_goals,away_corner_goals,home_freekicks,away_freekicks,home_freekick_goals,away_freekick_goals,home_penalties_awarded,away_penalties_awarded,home_penalty_goals,away_penalty_goals,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_offsides,away_offsides,home_saves,away_saves,home_goals_conceded,away_goals_conceded,home_tackles,away_tackles,home_interceptions,away_interceptions,home_clearances,away_clearances,home_blocks,away_blocks,home_aerial_duels_won,away_aerial_duels_won,home_crosses,away_crosses,home_cross_accuracy_pct,away_cross_accuracy_pct,home_dribbles_attempted,away_dribbles_attempted,home_dribble_success_pct,away_dribble_success_pct,home_distance_covered_km,away_distance_covered_km,home_sprints,away_sprints,ht_injury_time_min,ft_injury_time_min,var_decisions,var_decisions_overturned,betting_odds_home_win,betting_odds_draw,betting_odds_away_win,result,home_points_earned,away_points_earned
1839,2023-24,2024-03-26,38,16:30,Vitality Stadium,11246,Paul Tierney,Rainy,9.8,74,League,Bournemouth,West Ham,Andoni Iraola,David Moyes,3-5-2,4-1-4-1,attack,defense,good,good,2,0,2,2,19;67,42;49,10,6,9,1,90.0,16.7,,1.55,0.02,0.45,51.2,48.8,412,371,73.4,81.0,77,21,6,2,1,1,12,15,0,0,0,1,0,1,9,13,0,2,1,0,1,0,0,7,2,2,13,14,20,18,31,8,7,6,14,8,20,,30.2,16.4,18,13,50.6,63.1,114.2,107.3,250,196,5,2,,0,2.48,4.88,-,D,1,1
1603,2023-24,2023-10-07,17,15:00,Craven Cottage,25405,Andy Madley,Windy,19.2,74,Title race,Fulham,Manchester City,Marco Silva,Pep Guardiola,4-4-2,4-4-2,balanced,balanced,average,average,1,0,2,2,68;81,26;84,8,14,5,2,62.5,14.3,2.1,##,-0.1,0.06,35.4,64.6,482,311,82.1,93.3,40,,6,2,1,1,nan,19,0,0,0,0,0,0,19,19,3,1,0,0,3,2,0,3,2,2,11,14,7,7,38,24,5,6,17,19,10,,31.6,,,6,,60.7,114.3,103.2,244,151,2,2,1,1,3.53,2.79,2.79,D,1,1
1486,2022-23,2023-04-04,37,12:30,Turf Moor,17337,David Coote,Cloudy,23.3,56,League,Burnley,Tottenham,Vincent Kompany,Ange Postecoglou,4-2-3-1,4-1-4-1,defense,attack,bad,bad,1,1,1,1,##,34,16,11,4,1,25.0,9.1,1.1,1.19,-0.1,,40.5,59.5,554,436,70.2,90.0,?,50,9,6,1,1,21,10,0,0,0,0,0,0,14,9,1,2,0,0,4,0,,3,1,1,10,14,nan,12,39,33,9,7,16,7,19,8,21.4,26.6,14,15,68.5,61.9,108.6,107.3,227,164,4,,2,1,3.55,3.13,2.5,D,1,
1948,2022-23,2023-04-19,10,20:00,London Stadium,54195,Michael Oliver,Light Rain,null,41,Derby,West Ham,Crystal Palace,David Moyes,Oliver Glasner,4-2-3-1,4-3-3,defense,defense,average,poor,2,1,2,3,,3;28;60,16,6,8,2,50.0x,33.3,1.82,3.22,0.18,-0.22,48.1,51.9,576,400,83.4,79.1,44,41,2,1,1,0,22,6,1,0,0,1,0,1,15,8,2,3,0,0,3,2,0,6,3,2,23,26,5,8,25,15,11,8,6,14,7,22,41.2,25.3,19,8,42.5,59.8,108.8,108.0,295,221,5,4,1,0,2.44,3.56,3.23,A,0,
1541,2023-24,2023-08-27,3,20:00,Goodison Park,38091,Anthony Taylor,Windy,5.0,89,League,Everton,Manchester United,Sean Dyche,Erik ten Hag,4-2-3-1,3-4-3,defense,balanced,average,bad,0,1,2,2,5+5;9,61;74,18,9,10,2,55.6,22.2,2.52,2.59,-0.52,-0.59,44.4,55.6,353,373,79.3,,47,48,2,9,0,0,6,18,0,0,2,1,2,1,14,7,0,1,0,0,,4,0,8,2,2,16,18,9,,19,21,12,4,22,18,15,15,22.9,19.0,17,9,52.1,43.2,108.8,106.3,245,238,3,0,2,1,2.76,4.75,2.34,D,1,1
481,2020-21,2020-11-20,38,15:00,Anfield,48847,Stuart Attwell,Windy,,52,League,Liverpool,Brentford,Jurgen Klopp,,4-2-3-1,3-5-2,attack,attack,bad,good,2,0,4,0,5;43+1;52;57,none,9,6,,4,66.7,66.7,3.58,0.47,0.42,-0.47,,41.7,381,578,86.7,82.2,77,58,7,1,0,0,16,7,0,0,2,0,1,0,17,7,nan,1,0,0,6,,4,2,0,4,17,12,10,12,39,24,4,8,17,22,18,21,39.5,23.1,12,18,64.1,68.8,111.3,99.7,221,174,4,3,1,1,2.15,5.55,2.81,H,3,0
168,2019-20,2019-12-04,12,12:30,Villa Park,35062,Michael Oliver,Clear,15.7,40,League,Aston Villa,Liverpool,Unai Emery,Jurgen Klopp,3_5_2,5-4-1,attack,attack,bad,good,0,3,0,,none,24+2;68;84,17,14.0,-1,3,23.5,21.4,0.44,3.25,-0.44,-0.25,44.5,55.5,586,381,79.8,93.0,26,18,2,2,0,0,7,20,0,0,0,0,0,0,8,18,1,,0,0,1,4,0,4,3,0,11,20,16,5,25,27,5,10,8,18,23,16,28.9,32.3,8,8,71.6,51.2,108.6,104.3,157,173,2,3,1,1,2.73,4.07,2.58,A,0,3
2096,2023-24,2024-01-20,6,15:00,Old Trafford,60675,Thomas Bramall,Sunny,4.4,77,Relegation 6-pointer,Manchester United,Newcastle,Erik ten Hag,Eddie Howe,4-4-2,4-1-4-1,balanced,defense,bad,bad,N/A,0,1,0,50,none,15,16,3,1,nan,6.2,0.87,0.46,0.13,-0.46,57.4,42.6,602,256,85.9,83.3,20,38,9,,1,0,7,11,0,0,0,0,0,0,12,9,2,2,0,0,5,5,1,2,0,1,14,24,20,7,28,9,8,9,17,18,16,16,32.9,33.7,11,nan,43.5,65.2,,103.0,285,183,2,4,2,2,2.11,4.69,3.19,H,3,0
1749,2023-24,2024-01-20,12,17:30,Anfield,55507,David Coote,Overcast,4.0,65,League,Liverpool,Arsenal,Jurgen Klopp,Mikel Arteta,4-3-2-1,5-4-1,attack,attack,good,AVERAGE,0,0,2,1,59+4;73+1,18,12,7,2,5,16.7,,1.95,1.35,0.05,-0.35,49.6,50.4,512,336,92.3,87.5,42,50,10,7,0,0,17,14,0,0,0,1,0,1,10,6,2,3,0,0,2,1,4,0,1,2,18,26,6,6,31,38,9,7,6,9,15,18,16.8,42.2,17.0,6,70.2,53.6,114.7,101.7,244,254,1,4.0,2,2,2.53,3.71,2.99,H,,0
452,2020-21,2020-11-01,8,14:05,Selhurst Park,21510,Andy Madley,Sunny,8.9,72,Relegation 6-pointer,Crystal Palace,Brentford,Oliver Glasner,Thomas Frank,4-3-2-1,5-4-1,defense,attack,average,average,1,1,4,2,15;16;20;32,36;86,11,16,4,5,36.4,31.2,4.71,1.51,-0.71,0.49,47.1,52.9,345,508,77.8,77.6,72,44,8,6,1,0,18,5,0,0,1,0,1,0,19,9,1,1,0,0,1,5,3,0,2,4,,10,,11,37,37,8,6,21,19,6,10,24.6,20.2,6,,54.1,59.3,107.7,103.5,196,221,3,3,2,0,,3.16,3.22,H,3,
1848,2023-24,2024-03-27,8,20:00,Stamford Bridge,36087,Anthony Taylor,Clear,14.7,43,Top 4 battle,Chelsea,Brentford,Mauricio Pochettino,Thomas Frank,3-5-2,5_4_1,balanced,attack,good,good,0,0,1,1,74,58+1,17,15,9,1,,,0.76,0.79,0.24,,57.5,42.5,476,381,88.2,84.1,79,37,11,9,?,0,17,12,0,0,0,1,0,1,12,7,0,3,0,0,2,3,0,8,1,1,13,18,8,5,35,33,7,2,20,10,12,6,17.3,41.9,?,4,55.4,43.5,107.2,110.3,222,140,1,5,0,0,2.03,6.51,2.84,D,1,1
2048,2019-20,2019-12-30,10,20:00,Villa Park,32765,Jarred Gillett,Rainy,15.2,,Derby,Aston Villa,Brighton,Unai Emery,Roberto De Zerbi,,4-1-4-1,attack,BALANCED,bad,good,1,0,2,1,75;87,16,16,,2,4,12.5,28.6,2.13,1.27,-0.13,-0.27,53.9,,317,315,84.0,87.2,66,53,10,7,1,0,13,,0,0,,,1,0,17,19,0,1,,0,6,1,3,0,1,2,25,17,16,18,28,13,9,6,8,15,9,5,20.5,41.8,19,14,72.7,44.7,107.0,104.7,268,,2,1,1,0,2.32,3.6,3.42,H,3,0
227,2019-20,2020-01-15,37,14:05,Turf Moor,21072,Jarred Gillett,Light Rain,4.8,40,League,Burnley,Sheffield United,Vincent Kompany,Chris Wilder,4-2-3-1,4-3-2-1,defense,defense,bad,AVERAGE,2,0,3,1,nan,82,12,8,9,8,75.0,100.0,3.97,1.63,-0.97,-0.63,58.1,41.9,480,639,75.7,69.6,53,23,5,7,1,1,17,17,0,0,1,0,1,0,13,9,2,1,0,0,5,5,7,6,1,3,20,18,14,17,12,31,11,8,6,10,10,6,22.5,?,17,9,64.4,##,101.4,106.0,178,173,1,1,1,0,2.34,5.82,2.5,H,3,0
1889,2023-24,2024-04-30,31,19:45,Old Trafford,68804,Simon Hooper,Windy,20.6,40,League,Manchester United,Chelsea,Erik ten Hag,Mauricio Pochettino,4-2-3-1,4-2-3-1,balanced,BALANCED,bad,good,0,0,2,2,22+1;88,33;86,17,nan,5,4,29.4,,2.77,1.79,-0.77,0.21,45.5,54.5,346,259,86.1,86.7,66,35,11,6,1,0,22,,1,0,1,0,1,,8,7,1,2,0,0,4,3,2,3,2,2,19,11,12,8,26,21,8,2,18,14,9,8,44.7,24.2,15,6,60.2,47.0,104.9,101.2,191,153,1,,3,1,3.1,3.91,2.37,D,1,1
957,2021-22,2021-12-30,2,20:00,Kenilworth Road,8396,David Coote,Light Rain,9.6,91,Cup,Luton Town,Manchester United,Rob Edwards,Erik ten Hag,4-2-3-1,4-2-3-1,defense,balanced,,bad,1,2,2,5,51;59,25;49+3;56;71;76,13,13,8,4,61.5,30.8,2.86,5.17,-0.86,-0.17,nan,56.9,501,253,79.7,83.4,73,71,7,3,0,0,N/A,,0,0,0,2,0,2,11,17,2,2,0,0,5,1,0,6,5,2,28,20,11.0,17,28,?,5,7,10,16,22,4,25.1,null,13,13,45.8,65.1,108.0,106.1,256,286,2,3,2,0,3.16,4.17,2.25,A,0,
1511,2022-23,2023-04-23,25,19:45,Etihad Stadium,47772,Simon Hooper,Clear,3.9,55,League,Manchester City,Sheffield United,Pep Guardiola,Chris Wilder,4-1-4-1,3-4-3,balanced,defense,good,good,4,0,5,0,2;7;32;55;56,none,15,11,9,1,60.0,9.1,,0.43,0.91,-0.43,77.3,22.7,381,259,86.6,72.4,61,24,5,5,0,0,8,9,0,0,1,0,1,0,19,9,2,0,0,0,4,2,1,4,0,5,10,11,17,16,17,20,3,2,24,9,12,16,30.2,16.7,11,14,71.4,46.9,109.3,105.4,290,280,4,1,0,0,1.7,4.2,5.77,H,3,0
1001,2021-22,2022-02-01,27,19:45,Anfield,50790,Anthony Taylor,Sunny,nan,62,League,Liverpool,Nottm Forest,Jurgen Klopp,Nuno Espirito Santo,4-3-3,,attack,defense,good,bad,2,0,,1,44;85,86,18,16,2,5,,31.2,1.43,1.2,0.57,-0.2,,,385,491,86.6,81.4,70,62,11,6,,0,13,12,0,0,0,2,0,1,,,0,3,0,1,4,3,4,0,1,2.0,15,21,8,8,18,-17,5,7,21,8,7,20,40.0,37.7,6,N/A,44.2,48.1,105.8,109.4,279,216,1,3,1,1,2.12,4.05,3.55,H,3,0
364,2019-20,2020-04-20,27,15:00,Selhurst Park,22491,Michael Oliver,Foggy,25.8,52,Relegation 6-pointer,Crystal Palace,Tottenham,Oliver Glasner,Ange Postecoglou,4-4-2,4-3-3,defense,attk,average,average,0,1,1,2,64,29;71,17,14,4,5,23.5,35.7,0.59,2.24,0.41,nan,,59.1,?,357,81.9,89.2,21,39,11,5,0,2,22,,0,,1,0,1,0,13,17,2,2,0,0,0,0,3,3,2,1,10,25,11,10,17,34,5,5,10,21,6,20,20.5,37.9,,18,66.3,59.5,114.8,114.7,226,249,2,2,,0,2.55,5.24,2.39,A,0,3
1395,2022-23,2023-02-01,27,14:05,Anfield,54817,-,Overcast,8.1,92,Cup,Liverpool,Bournemouth,Jurgen Klopp,,,4-4-2,attack,attack,bad,average,0,0,0,0,none,none,18,17,8,4,44.4,23.5,0.19,0.1,-0.19,-0.1,55.6,44.4,387,476,88.5,74.7,23,,6,7,0,0,14,13,0,0,0,0,0,0,18,16,2,1,0,0,4,1,4,8,0,0.0,10,20,13,13,14,10,11,6,14,6,19,10,33.6,28.1,18,4,54.7,60.8,105.5,106.9,292,165,3,6,,0,2.04,4.11,3.74,D,1,1
1456,2022-23,2023-03-17,33,17:30,Gtech Community Stadium,16548,Stuart Attwell,Overcast,5.8,60,Relegation 6-pointer,Brentford,Luton Town,Thomas Frank,Rob Edwards,4-1-4-1,3-4-3,attack,defense,BAD,good,0,0,2,1,9;30,73,9,17,3,7,33.3,41.2,1.41,1.23,0.59,-0.23,60.3,39.7,582,445,81.4,78.6,55,22,5,1,1,0,22,16,1,0,1,0,0,0,14,6,2,2,0,1,5,2,6,1,1,2,29,28,18,6,25,24,4,3,6,16,7,19,34.6,15.7,11,15,55.5,71.0,110.7,104.4,,160,2,,3,1,##,3.95,2.99,H,3,0
1988,2023-24,2024-04-11,1,17:30,Emirates Stadium,48208,Simon Hooper,Sunny,17.1,93,Cup,Arsenal,Wolves,Mikel Arteta,Gary O'Neil,3-5-2,3-5-2,ATTACK,defense,bad,good,0,0,3,1,14;36;43+5,61,10,14,9,1,90.0,7.1,2.75,1.13,0.25,-0.13,51.7,48.3,662,301,84.6,81.8,71,21,4,6,1,0,7,11,0,0,0,0,0,0,10,7,1,3,0,0,5,0,0,6,1,3,23,13,15,8,31,23,3,2,13,9,7,17,29.8,18.4,20,11,57.7,50.4,106.4,100.0,217,244,1,5,0,0,2.23,4.56,3.01,H,3,0
1355,2022-23,2023-01-06,21,15:00,Stamford Bridge,36260,Chris Kavanagh,Cloudy,11.3,78,Relegation 6-pointer,Chelsea,Brighton,Mauricio Pochettino,Roberto De Zerbi,4-4-2,4-4-2,balanced,balanced,average,good,3,0,4,1,48;61;66;71,57,10,15,3,8,30.0,53.3,5.09,1.3,-1.09,-0.3,48.4,51.6,338,535,84.0,81.4,30,29,11,3,0,0,nan,8,1,0,1,0,1,0,12,11,2,1,0,0,6,4,N/A,0,1,4,10,19,17,8,26,33,7,4,18,5,,5,null,42.2,17,11,73.3,54.0,108.5,106.7,278,194,3,3,0,0,2.44,3.28,3.5,H,3,0
2019,2023-24,2024-01-17,30,17:30,Vitality Stadium,11241,Andy Madley,Foggy,23.6,78,Derby,Bournemouth,Everton,,Sean Dyche,4-2-3-1,4-3-3,ATTACK,defense,average,average,0,3,0,4,none,33;43+2;51;69,11,15,8,6,72.7,40.0,0.1,3.9,-0.1,0.1,47.9,,623,625,82.7,80.5,79,21,7,6,0,1,19,17,0,0,0,1,0,1,19,16,2,3,1,0,6,2,2,8,4,0,26,22,11,15,35,33,12,7,25,21,8,21,43.3,36.9,5,18,71.2,51.6,105.5,110.9,185,281,5,3,0,0,2.95,2.96,3.1,A,0,3
371,2019-20,2020-04-26,22,12:30,City Ground,26191,Michael Oliver,Rainy,20.5,69,Top 4 battle,Nottm Forest,Wolves,Nuno Espirito Santo,Gary O'Neil,5-4-1,4_1_4_1,defense,defense,average,,1,1,2.0,2,14;62,18;56,14,11,7,5,50.0,45.5,2.05,2.74,-0.05,-0.74,51.2,48.8,508,461,83.3,77.9,59,60,8,6,0,1,13,16,0,0,0,0,0,0,10,13,2,2,0,0,5,3,3,5,2,2,16,25,10,12,33,24,,5,6,13,14,22,18.1,36.7,11,4,50.6,69.6,116.4,106.3,281,195,3,4,0,0,2.74,3.47,2.89,D,1,1
1674,2023-24,2023-11-26,38,16:30,Etihad Stadium,44660,Thomas Bramall,Foggy,15.1,63,League,Manchester City,Luton Town,Pep Guardiola,Rob Edwards,3-5-2,4-3-3,,def,good,good,1,0,,0,42,none,13,16,8,2,61.5,12.5,0.66,0.1,0.34,N/A,74.0,26.0,610,571,88.2,73.9,45,62,5,7,1,0,12,20,0,0,0,0,0,0,9,,0,2,0,0,5,2,2,7,0,1,12,10,20,12,19,18,6,7,8,22,23,6,35.1,20.5,16,15,45.6,55.2,107.0,104.5,190,227,3,4,1,0,-,5.5,3.43,H,3,0
365,2019-20,2020-04-22,13,20:00,Selhurst Park,25312,Stuart Attwell,,9.4,70,Cup,Crystal Palace,Everton,Oliver Glasner,Sean Dyche,4-3-3,4-3-3,,defense,average,average,nan,1,3,1,23+5;53;90,90+4,9,7,5,,55.6,71.4,2.79,0.78,0.21,0.22,47.5,-,688,646,78.4,76.7,21,65,11,5,0,0,19,20,0,0,1,0,1,nan,20,19,1,1,,0,2,5,4,2,1,3,21,21,16,12,16,25,6,9,13,N/A,17,8,38.3,32.1,20,6,58.7,59.3,108.5,115.5,288,nan,3,,2,0,2.37,3.34,3.6,H,3,0
1712,2023-24,2023-12-25,22,12:30,Tottenham Hotspur Stadium,52219,Stuart Attwell,Light Rain,15.3,90,League,Tottenham,Crystal Palace,Ange Postecoglou,Oliver Glasner,4-3-2-1,4-1-4-1,attack,defense,average,bad,1,1,2,1,4;9,23,18,7,10,7,55.6,100.0,2.05,,-0.05,-0.37,56.4,43.6,585,,83.6,75.9,41,53,7,8,0,,8,,0,0,1,0,1,0,9,10,0,2,0,0,4,1,6,8,1,2,25,20,10,17,18,18,,4,8,11,13,16,20.8,17.0,7,14,47.6,53.3,110.1,109.1,299,216,1,4,1,0,,4.13,3.14,H,3,0
1480,2022-23,2023-04-03,12,20:00,Selhurst Park,19276,John Brooks,Light Rain,9.5,64,League,Crystal Palace,Burnley,Oliver Glasner,Vincent Kompany,3-5-2,4-2-3-1,defense,defense,bad,good,0,0,3,0,11;67;83,none,13,7,3,6,23.1,85.7,2.41,0.14,0.59,-0.14,59.9,40.1,566,369,75.4,71.1,72,69,5,4,0,nan,14,8,1,0,1,0,0,0,7,15,3,3,0,0,1,,6,0,N/A,3,23,18,13,10,32,25,9,2,12,19,25,8,29.8,24.3,9,17,74.7,,105.0,115.0,150,275,4,2,0,0,2.63,,3.13,H,3,0
1705,2023-24,2023-12-21,30,17:30,Emirates Stadium,56178,John Brooks,Foggy,15.7,71,Derby,Arsenal,Manchester United,Mikel Arteta,Erik ten Hag,4-2-3-1,,attack,balanced,average,average,1,0,4,0,9;53;75;84,none,14,7,7,5,50.0,71.4,3.83,0.1,0.17,,54.6,45.4,635,372,92.9,83.3,21,75,4,7,1,0,8,16,0,0,2,1,1,0,12,10,2,2,0,0,3,5,5,3,N/A,4,18,17,15,7,15,32,8,9,18,5,24,6,36.7,42.8,10,9,58.4,58.5,107.0,97.7,187,195,4,3,1,1,2.71,N/A,,H,3,0
1220,2022-23,2022-09-28,20,16:30,Old Trafford,57520,Chris Kavanagh,Windy,12.7,93,Cup,Manchester United,Sheffield United,Erik ten Hag,Chris Wilder,3-4-3,4-4-2,balanced,defense,bad,good,0,0,2,0,63;84,none,N/A,12,5,2,45.5,16.7,2.13,0.37,-0.13,-0.37,72.0,28.0,568,442,,72.7,41,52,9,3,0,0,,18,0,0,0,0,0,0,15,13,1,3,0,0,3,0,2,3,0,2,30,12,5,10,26,20,11,9,10,22,25,5,22.8,31.2,18,,48.7,53.3,105.7,102.9,296,264,1,,1,0,1.98,6.07,3.04,H,3,0
1833,2023-24,2024-03-19,37,15:00,Kenilworth Road,8418,Chris Kavanagh,Overcast,10.7,43,League,Luton Town,Brighton,Rob Edwards,Roberto De Zerbi,4-3-2-1,5-4-1,defense,balanced,good,bad,0,1,0,,none,2;81,13,7,2,4,15.4,57.1,0.37,2.23,-0.37,-0.23,42.9,57.1,312,268,72.0,84.6,61,30,8,5,,1,10,9,0,0,0,0,0,0,14,7,0,0,0,1,5,,2,2,2,0,24,25,7,5,38,14,4,10,20,18,22,4,17.1,19.6,13,4,40.5,71.8,109.0,101.7,159,192,2,1,0,0,2.49,4.17,2.79,A,0,3
748,2020-21,2021-05-29,19,16:30,Vitality Stadium,##,Michael Oliver,Rainy,17.3,84,Derby,Bournemouth,Luton Town,Andoni Iraola,Rob Edwards,4-1-4-1,3-4-3,attack,defense,good,average,1,0,1,0,14,none,18,-1,6,,33.3,40.0,0.83,0.1,N/A,-0.1,49.5,50.5,461,604,77.8,79.2,46,28,4,4,0,0,20,7,0,0,0,0,0,0,6,18,4,2,0,0,3,4,4,5,0,1,27,25,6,18,26,20,3,7,20,17,10,11,21.0,21.6,20,11,48.6,50.9,108.2,111.8,,163,1,6,0,0,2.19,3.57,3.8,H,3,0
597,2020-21,2021-02-09,6,19:45,Goodison Park,38026,Robert Jones,Foggy,6.6,40,League,Everton,Crystal Palace,Sean Dyche,Oliver Glasner,4-3-2-1,5-4-1,DEFENSE,defense,good,bad,0,1,2,3,2;19,13+1;82;86,14,10,8,3,57.1,30.0,2.98,2.39,-0.98,0.61,52.6,47.4,682,356,77.8,83.1,31,56,10,2,1,1,nan,8,0,0,0,0,0,0,17,13,2,0,0,0,1,3,0,6,3,2,27,15,14,15,31,38,2,2,16,19,13,19,37.7,nan,15,14,73.0,50.3,104.5,104.6,247,181,1,2,2,0,2.21,5.85,2.66,A,0,3
671,2020-21,2021-04-08,11,16:30,St. James' Park,47384,Simon Hooper,Overcast,12.6,86,League,Newcastle,Liverpool,Eddie Howe,Jurgen Klopp,4-1-4-1,3-4-3,defense,attack,good,average,1,1,1,3,65,9;34;35,18,14,7,3,38.9,21.4,null,1.97,-0.24,1.03,50.1,49.9,,578,83.7,90.0,31,nan,,3,0,1,11,17,1,0,0,2,0,1,9,15,N/A,1,1,0,5,4,0,6,3,1,17,11,19,11,13,35,11,9,10,7,23,19,33.7,33.1,6,12,69.6,42.9,105.2,103.1,184,217,3,5,2,1,2.73,3.83,2.68,A,0,3
1364,2022-23,2023-01-08,4,12:30,Molineux Stadium,,Simon Hooper,Clear,9.6,49,Relegation 6-pointer,Wolves,Luton Town,Gary O'Neil,Rob Edwards,3-4-3,4-3-2-1,defense,defense,good,average,0,0,3,0,42;55;63,none,16,15,5,6,31.2,40.0,2.6,0.23,0.4,-0.23,53.9,46.1,664,353,81.0,76.0,23,31,6,5,1,0,22,10,0,0,0,0,,0,15,6,2,4,0,0,3,,6,2,0,3,21,17,6,15,17,11,5,2,22,15,13,12,28.8,33.1,16,7,-,49.2,101.6,115.2,192,218,5,4,1,0,1.93,7.16,2.92,H,3,0
1222,2022-23,2022-09-28,1,17:30,Amex Stadium,24671,Robert Jones,Foggy,8.7,66,League,Brighton,Tottenham,Roberto De Zerbi,Ange Postecoglou,4-4-2,3-4-3,balanced,attack,average,average,0,1,2,2,7;75,17+5;54,19,7,3,4,15.8,57.1,1.67,2.23,,-0.23,55.1,44.9,606,524,88.2,88.8,41,24,9,4,0,1,9,13,1,0,0,1,0,1,17,13,1,2,0,0,1,,,1,2,2,26,18,10,15,22,32,8,2,9,19,N/A,20,33.0,31.1,19,17,69.0,49.3,108.6,112.7,244,282,3,5,1,1,2.75,3.15,,D,1,1
345,2019-20,2020-04-11,6,17:30,Emirates Stadium,55084,Michael Oliver,Clear,,-,Title race,Arsenal,Tottenham,Mikel Arteta,Ange Postecoglou,5-4-1,4-4-2,attack,attack,bad,good,1,,2,2,32;63,17;34+4,18,14,10,4,##,28.6,2.33,1.68,,0.32,59.4,40.6,524,547,90.0,83.4,56,30,3,4,1,0,14,8,0,0,1,1,N/A,1,12,11,1,1,0,0,5,4,2,8,2,2,27,25,14,8,31,36,10,4,10,19,8,16,21.2,44.5,6,11,67.2,55.1,107.5,114.2,291,261,2,3,1,0,2.19,7.23,2.47,D,1,1
1751,2023-24,2024-01-24,34,20:00,Gtech Community Stadium,13056,Stuart Attwell,Light Rain,18.0,87,League,Brentford,Aston Villa,Thomas Frank,Unai Emery,4-3-3,4_2_3_1,attack,attack,average,average,0,0,2,0,48;73,none,10,11,6,4,60.0,,2.33,0.45,-0.33,-0.45,51.1,,523,392,85.3,80.1,55,74,2,2,1,0,16,6,0,0,1,0,1,0,9,17,4,3,0,0,0,1,4,4,0,2,19,26,17,N/A,14,27,2,4,18,17,,20,29.8,-,18,nan,42.1,62.4,102.7,111.6,231,243,1,4,2,1,2.57,5.24,2.38,H,,0
1433,2022-23,2023-03-02,19,12:30,Emirates Stadium,50688,Paul Tierney,Light Rain,4.2,56,Title race,Arsenal,Brentford,Mikel Arteta,Thomas Frank,4-2-3-1,4-1-4-1,attack,attack,good,good,1,0,4,1,20;35;36;74,8,14,7,10,7,71.4,100.0,4.46,0.91,-0.46,0.09,61.9,38.1,430,602,91.9,79.5,,63,4,7,1,1,8,6,1,0,0,0,0,0,9,12,2,2,0,0,5,4,6,6,1,4,23,19,8,nan,,13,6,6,16,18,16,9,44.5,18.9,9,17,41.2,71.1,109.4,108.5,173,245,1,4,1,0,2.22,4.24,3.19,H,3,0
1827,2023-24,2024-03-14,15,20:00,St. James' Park,48177,Andy Madley,Sunny,11.5,71,Derby,Newcastle,Bournemouth,Eddie Howe,Andoni Iraola,3_4_3,4-1-4-1,defense,attack,average,average,2,0,2,0,,none,10,14,3,5,30.0,35.7,1.89,0.2,0.11,-0.2,65.2,34.8,535,453,80.4,77.3,37,61,4,8,0,0,20,7,0,0,0,0,0,0,18,18,,1,0,0,4,2,5,1,0,2,24,26,18,,15,21,7,8,23,12,18,8,29.9,38.2,7,17,63.0,63.5,107.1,101.0,284,262,1,4,1,1,2.1,3.83,3.81,H,3,0
1309,2022-23,2022-11-29,16,16:30,Gtech Community Stadium,15244,Paul Tierney,Light Rain,15.0,50,League,Brentford,Wolves,Thomas Frank,Gary O'Neil,3-5-2,4-4-2,attack,defense,good,good,0,1,2,1,21;80,23+5,9,6,4,6,44.4,100.0,2.55,##,-0.55,-0.43,59.3,40.7,628,594,85.7,75.0,49,71,3,5,2,,18,16,0,0,0,0,0,0,12,14,2,0,0,0,0,3,5,2,1,2,19,22,15,16,37,8,6,8,22,12,8,6,25.1,27.1,16,15,56.8,56.2,111.2,109.4,218,278,1,-2,0,0,2.58,3.22,3.32,H,3,0
1891,2023-24,2024-04-26,29,12:30,Turf Moor,19267,Simon Hooper,Windy,13.2,95,League,Burnley,Bournemouth,Vincent Kompany,Andoni Iraola,4-3-2-1,3-5-2,defense,attack,average,average,1,0,1,0,48,none,9,17,3,6,33.3,35.3,1.38,0.1,-0.38,-0.1,43.4,56.6,694,479,70.3,76.1,31,53,3,5,0,0,9,8,0,0,0,2,0,0,9,11,2,3,0,0,1,4,6,2,0,1,28,23,15,16,22,23,11,5,21,7,13,16,36.7,27.7,14,12,63.6,69.9,107.9,102.8,,226,3,2,0,0,3.15,3.91,2.35,H,3,0
1102,2021-22,2022-04-13,17,17:30,London Stadium,51001,Andy Madley,Light Rain,15.7,92,Cup,West Ham,Everton,David Moyes,Sean Dyche,3-5-2,3-4-3,defense,defense,good,good,1,1,4,2,4+2;40+1;58;64,2;90,19,14,4,3,21.1,21.4,4.48,1.64,-0.48,0.36,45.5,54.5,599,584,77.9,79.7,60,57,9,7,0,2,,18,0,0,,0,0,0,10,6,1,2,1,,6,2,1,0,2,4,10,13,19,16,29,19,9,5,6,10,23,12,17.4,34.2,8,6,45.1,52.7,115.5,101.5,226,211,,4,0,0,2.92,3.39,2.76,H,3,0
